"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
13994,"12",0.64,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd","never",40,"1"
27064,"103",0.92,"M","Y","None","Graduate","STEM","5","100-500","Funded Startup","2",94,"0"
14598,"37",0.794,"M","N","None","Graduate","STEM","9","5000-9999","Pvt Ltd","1",160,"0"
9571,"173",0.878,"M","N","Part-Time","Graduate","STEM","10","10-49","Early Stage Startup","1",25,"0"
30854,"43",0.516,"M","Y","None","Graduate","STEM","9","<10","Early Stage Startup","1",11,"0"
25290,"173",0.878,"M","Y","None","High School","None","<1","100-500","Pvt Ltd","1",29,"0"
29640,"90",0.698,"M","Y","None","Graduate","STEM","8","50-99","Pvt Ltd","1",23,"0"
17519,"142",0.727,"M","Y","None","Graduate","STEM","10","10-49","Pvt Ltd","2",113,"0"
12111,"73",0.754,"M","Y","None","Graduate","STEM","15","100-500","Pvt Ltd","2",56,"0"
6085,"104",0.924,"M","N","Full-Time","Graduate","STEM","2","50-99","Pvt Ltd","1",39,"1"
27277,"103",0.92,"M","N","None","Graduate","STEM","2","1000-4999","Pvt Ltd","1",20,"0"
31692,"160",0.92,"M","Y","Full-Time","Graduate","STEM",">20","10000+","Pvt Ltd","1",40,"0"
6052,"103",0.92,"M","Y","None","Masters","STEM",">20","<10","Pvt Ltd",">4",56,"0"
18161,"145",0.555,"M","N","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","1",106,"0"
12934,"114",0.926,"M","Y","Part-Time","Graduate","STEM","19","500-999","Pvt Ltd","2",64,"0"
30400,"73",0.754,"M","Y","None","Graduate","STEM","5","10000+","Pvt Ltd","1",51,"0"
26419,"67",0.855,"F","Y","Full-Time","Graduate","STEM","6","1000-4999","Pvt Ltd","2",41,"0"
4188,"103",0.92,"M","Y","None","Graduate","STEM","20","100-500","Pvt Ltd",">4",150,"0"
12117,"74",0.579,"M","Y","None","Graduate","STEM","4","10-49","Pvt Ltd","1",320,"0"
28847,"136",0.897,"M","Y","None","Masters","STEM","7","50-99","Pvt Ltd","never",20,"0"
30472,"21",0.624,"M","N","Full-Time","Graduate","STEM","4","1000-4999","Pvt Ltd","1",9,"1"
32534,"102",0.804,"M","Y","Full-Time","Graduate","STEM","9","5000-9999","Pvt Ltd","1",74,"0"
22395,"21",0.624,"M","Y","None","Masters","STEM","3","100-500","Public Sector","1",129,"1"
4876,"67",0.855,"F","Y","None","Masters","STEM","10","100-500","Pvt Ltd","1",42,"0"
25182,"61",0.913,"M","N","None","High School","None","2","100-500","Pvt Ltd","never",58,"0"
26135,"103",0.92,"M","N","Full-Time","High School","None","3","100-500","Pvt Ltd","1",126,"1"
7517,"103",0.92,"M","N","None","High School","None","4","50-99","Pvt Ltd","1",45,"1"
2793,"83",0.923,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd",">4",166,"0"
25174,"61",0.913,"M","Y","None","Graduate","STEM","2","50-99","Pvt Ltd","1",110,"0"
5593,"103",0.92,"M","Y","Full-Time","Graduate","STEM",">20","100-500","Pvt Ltd","1",37,"0"
14003,"102",0.804,"F","Y","Part-Time","Graduate","STEM","2","50-99","Pvt Ltd","1",95,"1"
33057,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",29,"1"
30484,"114",0.926,"M","Y","None","Masters","STEM",">20","50-99","Pvt Ltd",">4",31,"0"
14688,"116",0.743,"M","N","Full-Time","Masters","STEM","11","50-99","Pvt Ltd",">4",97,"0"
25459,"114",0.926,"M","N","None","Primary School","None","3","50-99","Pvt Ltd","never",16,"0"
23657,"103",0.92,"M","N","None","Primary School","None","4","50-99","Pvt Ltd","never",14,"0"
20322,"102",0.804,"M","Y","None","Phd","STEM",">20","100-500","Pvt Ltd",">4",206,"0"
22194,"103",0.92,"F","Y","None","Graduate","STEM","2","10-49","Funded Startup","1",204,"0"
31401,"103",0.92,"M","Y","None","Masters","STEM","18","10000+","Pvt Ltd","2",116,"0"
14914,"102",0.804,"M","Y","None","Masters","STEM","16","100-500","Pvt Ltd","4",161,"0"
20376,"160",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",25,"1"
27530,"103",0.92,"M","Y","None","Graduate","STEM","18","500-999","Pvt Ltd",">4",94,"0"
24701,"103",0.92,"M","Y","None","Graduate","STEM","15","10000+","Pvt Ltd",">4",16,"0"
6790,"90",0.698,"M","Y","Full-Time","Masters","STEM","15","50-99","Pvt Ltd","1",100,"0"
10102,"103",0.92,"M","Y","None","Graduate","STEM","20","10000+","Pvt Ltd","never",107,"0"
10338,"157",0.769,"M","Y","Part-Time","Masters","STEM","11","100-500","Pvt Ltd","1",17,"0"
15701,"16",0.91,"M","Y","None","Graduate","STEM","10","<10","Pvt Ltd","1",140,"0"
21218,"75",0.939,"M","Y","None","Graduate","Humanities","3","10000+","Pvt Ltd","2",75,"0"
1586,"75",0.939,"M","Y","None","High School","None","6","50-99","Pvt Ltd","1",59,"0"
9189,"23",0.899,"M","Y","None","High School","None","6","50-99","Pvt Ltd","1",146,"0"
10752,"67",0.855,"F","Y","None","Masters","STEM","9","100-500","Pvt Ltd","2",42,"1"
28406,"103",0.92,"M","Y","None","Graduate","None","14","100-500","Pvt Ltd","1",131,"0"
26320,"94",0.698,"M","Y","Part-Time","High School","None","9","50-99","Pvt Ltd","4",74,"0"
17460,"16",0.91,"F","Y","None","Graduate","STEM","7","10000+","Pvt Ltd","1",22,"0"
18657,"102",0.804,"M","N","None","Graduate","STEM","3","50-99","Pvt Ltd","never",53,"1"
9384,"61",0.913,"M","Y","None","Masters","STEM",">20","500-999","Pvt Ltd",">4",143,"0"
4269,"67",0.855,"F","Y","None","Graduate","STEM","14","50-99","Pvt Ltd","2",72,"0"
14935,"103",0.92,"M","Y","None","High School","None","11","500-999","Pvt Ltd","1",7,"0"
28033,"136",0.897,"M","N","Full-Time","Graduate","STEM","3","50-99","Early Stage Startup","1",182,"0"
1568,"99",0.915,"M","Y","None","Graduate","STEM","15","50-99","Pvt Ltd","4",50,"0"
15465,"100",0.887,"M","Y","None","High School","None","2","50-99","Public Sector","1",82,"0"
26233,"16",0.91,"M","Y","None","Graduate","STEM","2","10000+","Pvt Ltd","1",58,"0"
24729,"104",0.924,"M","Y","None","Graduate","STEM","9","10-49","Pvt Ltd","1",94,"0"
29440,"21",0.624,"M","Y","None","Graduate","STEM","4","<10","Pvt Ltd","2",60,"1"
32652,"65",0.802,"M","Y","Full-Time","Masters","STEM","5","100-500","Pvt Ltd","4",124,"0"
28556,"149",0.689,"M","N","None","Primary School","None","2","50-99","Pvt Ltd","2",46,"0"
12875,"152",0.698,"M","N","Full-Time","Masters","STEM","3","50-99","NGO","2",57,"1"
21078,"160",0.92,"F","Y","None","Graduate","STEM","9","50-99","Pvt Ltd","1",17,"0"
30331,"103",0.92,"M","Y","None","Graduate","STEM","14","5000-9999","Pvt Ltd",">4",101,"0"
5899,"150",0.698,"M","N","None","Primary School","None","3","50-99","Pvt Ltd","never",31,"0"
22787,"136",0.897,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",36,"0"
27435,"36",0.893,"M","Y","Part-Time","Graduate","STEM","15","100-500","Pvt Ltd","4",198,"0"
2855,"16",0.91,"M","N","None","Masters","STEM","5","10000+","Pvt Ltd","never",31,"0"
18385,"11",0.55,"M","Y","None","Masters","STEM","9","50-99","Pvt Ltd","1",12,"0"
27866,"103",0.92,"M","Y","None","Graduate","STEM",">20","50-99","Funded Startup","1",31,"0"
7328,"103",0.92,"M","Y","None","Graduate","STEM","20","100-500","Pvt Ltd",">4",26,"1"
24807,"103",0.92,"M","Y","None","Graduate","STEM","6","50-99","Pvt Ltd","1",55,"0"
27113,"21",0.624,"M","Y","None","Graduate","STEM","11","100-500","Pvt Ltd",">4",8,"1"
6008,"16",0.91,"M","Y","None","High School","None",">20","100-500","Pvt Ltd",">4",38,"0"
760,"23",0.899,"M","Y","None","Graduate","Humanities","16","100-500","Pvt Ltd","2",8,"0"
2990,"173",0.878,"M","Y","None","Masters","STEM",">20","1000-4999","Pvt Ltd","3",32,"1"
28229,"40",0.776,"M","Y","Part-Time","Graduate","STEM","18","100-500","Funded Startup",">4",51,"0"
4162,"102",0.804,"M","Y","Full-Time","Graduate","STEM","9","5000-9999","Pvt Ltd","2",22,"0"
27326,"114",0.926,"M","Y","Full-Time","High School","None","7","50-99","Pvt Ltd","1",17,"0"
2194,"23",0.899,"M","Y","None","Graduate","STEM","5","10-49","Funded Startup","1",19,"0"
21564,"21",0.624,"M","Y","Full-Time","Masters","STEM","9","50-99","Pvt Ltd","2",46,"1"
17432,"16",0.91,"F","Y","None","Graduate","STEM","13","50-99","Pvt Ltd",">4",15,"0"
13952,"160",0.92,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd",">4",23,"1"
1988,"36",0.893,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",38,"0"
23691,"21",0.624,"M","N","Full-Time","Masters","STEM","4","50-99","Pvt Ltd","never",46,"1"
10481,"102",0.804,"M","N","Full-Time","Graduate","Business","<1","100-500","Pvt Ltd","never",214,"0"
8540,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Public Sector",">4",52,"0"
8806,"103",0.92,"F","N","None","Graduate","STEM","<1","100-500","Pvt Ltd","never",22,"1"
15468,"114",0.926,"M","Y","None","Masters","STEM","15","100-500","Pvt Ltd","2",65,"0"
32747,"160",0.92,"M","Y","Full-Time","Graduate","None","14","50-99","Pvt Ltd","1",64,"0"
1297,"103",0.92,"M","Y","None","Graduate","STEM","7","5000-9999","Pvt Ltd","4",86,"0"
4075,"100",0.887,"M","N","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","1",52,"1"
12772,"136",0.897,"M","Y","None","Masters","STEM","14","100-500","Pvt Ltd",">4",21,"0"
22517,"114",0.926,"M","N","None","Graduate","STEM","3","1000-4999","Public Sector","1",86,"0"
26388,"136",0.897,"M","N","Full-Time","Masters","STEM","5","100-500","Pvt Ltd","4",288,"1"
30676,"16",0.91,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd",">4",53,"0"
18376,"75",0.939,"M","Y","None","Graduate","STEM","17","50-99","Pvt Ltd","1",60,"0"
10970,"16",0.91,"M","Y","None","Masters","STEM","18","100-500","Pvt Ltd",">4",178,"0"
29961,"75",0.939,"M","Y","None","Phd","STEM",">20","50-99","Pvt Ltd","2",166,"0"
5136,"104",0.924,"M","Y","None","Phd","Humanities",">20","50-99","Pvt Ltd","1",62,"0"
20369,"21",0.624,"M","Y","Full-Time","Graduate","STEM","7","10000+","Pvt Ltd","1",35,"0"
23505,"103",0.92,"M","Y","None","Graduate","STEM","17","100-500","Pvt Ltd",">4",106,"0"
11751,"138",0.836,"M","N","None","Graduate","STEM","6","<10","Pvt Ltd","never",58,"0"
28590,"16",0.91,"M","Y","None","Masters","STEM","6","50-99","Funded Startup","1",72,"0"
32699,"103",0.92,"M","Y","None","High School","None","18","10000+","Pvt Ltd","1",80,"0"
10370,"75",0.939,"M","Y","None","Masters","STEM","16","5000-9999","NGO","2",166,"0"
4095,"10",0.895,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","1",25,"0"
5340,"103",0.92,"M","Y","None","Graduate","Business",">20","10000+","Pvt Ltd","never",109,"0"
9217,"71",0.884,"M","Y","None","Graduate","STEM","1","<10","Early Stage Startup","1",37,"0"
15294,"11",0.55,"M","N","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","never",55,"1"
5673,"45",0.89,"M","N","None","Graduate","STEM","9","50-99","Pvt Ltd","3",51,"0"
25421,"103",0.92,"M","Y","None","Graduate","STEM","16","50-99","Funded Startup","1",84,"0"
20698,"114",0.926,"M","Y","None","Graduate","STEM",">20","500-999","NGO","1",72,"0"
41,"100",0.887,"M","Y","None","High School","None",">20","100-500","Pvt Ltd","1",47,"0"
23636,"67",0.855,"M","N","Full-Time","Graduate","STEM","12","100-500","Pvt Ltd","4",47,"0"
9387,"73",0.754,"M","Y","None","High School","None","6","<10","Funded Startup","2",20,"0"
21466,"21",0.624,"M","Y","None","Graduate","STEM","8","100-500","Pvt Ltd","1",198,"1"
9515,"103",0.92,"M","N","None","Graduate","Other","2","1000-4999","Public Sector","1",64,"0"
20743,"50",0.896,"M","Y","None","Masters","STEM","15","10000+","Pvt Ltd",">4",23,"1"
25766,"71",0.884,"M","N","Full-Time","Masters","STEM","14","100-500","Public Sector","3",96,"0"
4626,"21",0.624,"M","N","None","High School","None","2","100-500","Pvt Ltd","never",306,"0"
4642,"73",0.754,"M","Y","None","Graduate","STEM","9","<10","NGO","1",8,"0"
16178,"46",0.762,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",48,"0"
1829,"21",0.624,"M","Y","None","Graduate","STEM","8","10-49","Pvt Ltd","1",98,"1"
2377,"114",0.926,"M","N","None","Phd","STEM","7","500-999","NGO","never",46,"0"
8287,"103",0.92,"M","N","Full-Time","Graduate","STEM","1","100-500","Pvt Ltd","1",53,"1"
10529,"103",0.92,"M","Y","None","Graduate","Arts",">20","<10","Pvt Ltd","1",102,"0"
30608,"160",0.92,"M","N","Full-Time","Graduate","STEM","4","100-500","Pvt Ltd","1",76,"0"
27546,"103",0.92,"M","N","None","Primary School","None","1","50-99","Pvt Ltd","never",43,"0"
32324,"103",0.92,"M","N","None","Graduate","STEM",">20","50-99","Pvt Ltd",">4",32,"0"
8442,"67",0.855,"M","Y","None","Graduate","STEM","5","50-99","Pvt Ltd","1",54,"0"
8151,"162",0.767,"M","Y","Full-Time","Masters","STEM","8","10-49","Pvt Ltd","1",7,"0"
15796,"71",0.884,"F","Y","None","Masters","STEM","3","100-500","Pvt Ltd","2",322,"1"
9420,"80",0.847,"M","Y","None","Masters","STEM",">20","500-999","Pvt Ltd","never",96,"0"
17083,"160",0.92,"F","Y","Full-Time","Graduate","STEM","4","5000-9999","Pvt Ltd","1",7,"0"
16414,"16",0.91,"M","Y","None","Graduate","STEM","16","10-49","Pvt Ltd","1",53,"0"
32340,"67",0.855,"M","Y","None","Graduate","STEM","10","10-49","Funded Startup","1",161,"0"
18462,"136",0.897,"M","N","None","Masters","STEM","8","10-49","Pvt Ltd","1",11,"0"
7996,"41",0.827,"M","Y","None","Graduate","STEM","9","100-500","Public Sector","2",6,"0"
30636,"21",0.624,"M","N","Full-Time","Graduate","STEM","1","50-99","Pvt Ltd","1",72,"1"
29982,"105",0.794,"F","Y","None","Masters","Humanities","6","50-99","Pvt Ltd","1",182,"0"
29217,"75",0.939,"M","Y","None","Graduate","STEM",">20","5000-9999","Pvt Ltd",">4",67,"0"
18454,"128",0.527,"F","N","None","Graduate","STEM","1","100-500","Pvt Ltd","1",50,"0"
22508,"71",0.884,"F","N","Part-Time","Graduate","STEM","5","100-500","Pvt Ltd","1",16,"0"
25969,"16",0.91,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",38,"0"
28080,"103",0.92,"Other","Y","None","Graduate","Arts","5","10-49","Early Stage Startup","1",98,"0"
21134,"70",0.698,"M","N","Part-Time","Graduate","STEM","4","50-99","Pvt Ltd","2",7,"1"
30925,"160",0.92,"M","N","Full-Time","Graduate","STEM","2","100-500","Pvt Ltd","1",88,"0"
29000,"71",0.884,"M","Y","None","Masters","STEM","4","100-500","Pvt Ltd","2",112,"0"
26925,"158",0.766,"Other","Y","Full-Time","Graduate","STEM","15","5000-9999","Pvt Ltd","never",30,"1"
7696,"123",0.738,"M","Y","None","Graduate","STEM","9","50-99","Funded Startup","1",9,"0"
25525,"67",0.855,"Other","N","Full-Time","High School","None","4","10000+","Pvt Ltd","1",36,"0"
21989,"16",0.91,"M","Y","None","Graduate","STEM","19","100-500","Pvt Ltd","4",24,"0"
10984,"103",0.92,"M","Y","None","Masters","Humanities","2","10000+","NGO","1",28,"0"
26543,"173",0.878,"M","Y","Part-Time","Graduate","STEM","10","50-99","Public Sector","1",166,"0"
32043,"21",0.624,"M","Y","Full-Time","Masters","STEM","10","50-99","Pvt Ltd","2",61,"1"
15343,"46",0.762,"M","Y","None","Graduate","STEM",">20","50-99","Public Sector","3",24,"0"
30967,"16",0.91,"M","N","Full-Time","Graduate","STEM","10","100-500","Pvt Ltd","1",8,"1"
30191,"165",0.903,"M","Y","None","Graduate","STEM","9","100-500","Pvt Ltd","1",133,"0"
13537,"67",0.855,"M","Y","None","Graduate","STEM","14","100-500","Pvt Ltd",">4",143,"0"
23185,"173",0.878,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd",">4",29,"0"
1434,"103",0.92,"M","Y","None","Graduate","STEM","7","10000+","Pvt Ltd","1",53,"0"
9600,"103",0.92,"M","Y","None","Graduate","STEM","9","10000+","Public Sector",">4",11,"1"
25963,"21",0.624,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","1",7,"0"
5141,"46",0.762,"M","Y","None","Graduate","STEM","8","50-99","Pvt Ltd",">4",87,"0"
657,"103",0.92,"M","Y","None","Graduate","STEM","8","10-49","Funded Startup","1",18,"0"
29991,"41",0.827,"M","Y","None","Graduate","Arts","9","1000-4999","Pvt Ltd","1",76,"1"
18759,"21",0.624,"M","Y","None","Graduate","STEM","6","10000+","Pvt Ltd","1",114,"0"
23081,"103",0.92,"M","N","Full-Time","High School","None","5","100-500","Pvt Ltd","1",56,"0"
5731,"16",0.91,"M","Y","None","Graduate","STEM","7","50-99","Pvt Ltd",">4",30,"0"
20135,"83",0.923,"M","Y","None","Graduate","STEM",">20","500-999","Pvt Ltd",">4",80,"0"
18620,"40",0.776,"M","Y","Full-Time","Graduate","STEM","14","1000-4999","Pvt Ltd","never",52,"0"
24226,"21",0.624,"F","Y","None","Graduate","STEM","<1","50-99","Pvt Ltd","1",13,"0"
10092,"162",0.767,"M","Y","None","Graduate","STEM","4","100-500","Public Sector","never",42,"0"
1950,"162",0.767,"M","Y","Part-Time","Masters","STEM","6","50-99","Pvt Ltd","1",56,"1"
7909,"21",0.624,"M","N","None","Primary School","None","2","50-99","Pvt Ltd","never",12,"1"
11966,"138",0.836,"M","Y","None","Masters","Humanities","2","100-500","Pvt Ltd","1",36,"0"
10017,"114",0.926,"M","Y","None","Masters","STEM",">20","1000-4999","Pvt Ltd",">4",67,"0"
28391,"21",0.624,"M","Y","None","Graduate","STEM","8","50-99","Pvt Ltd","1",13,"1"
361,"103",0.92,"M","Y","None","Graduate","STEM","9","100-500","Pvt Ltd","1",100,"0"
20797,"16",0.91,"M","Y","None","Phd","STEM","15","10000+","Pvt Ltd","1",58,"0"
25041,"21",0.624,"M","Y","None","Graduate","STEM","7","100-500","Pvt Ltd","1",18,"1"
18476,"21",0.624,"M","Y","None","Masters","STEM","2","10000+","Pvt Ltd","2",90,"1"
26668,"12",0.64,"M","N","None","Masters","STEM","6","10000+","Pvt Ltd","1",59,"0"
18586,"102",0.804,"M","Y","None","Masters","STEM","2","10000+","Pvt Ltd","2",35,"0"
17783,"65",0.802,"M","Y","Full-Time","Graduate","STEM","<1","10000+","Pvt Ltd","2",11,"0"
13256,"21",0.624,"M","Y","None","Graduate","STEM","4","100-500","Pvt Ltd","2",15,"1"
6283,"103",0.92,"M","Y","None","Graduate","Other","10","50-99","Pvt Ltd",">4",206,"0"
2586,"7",0.647,"M","Y","None","Masters","STEM","9","50-99","Pvt Ltd","1",130,"0"
28468,"28",0.939,"M","Y","None","Masters","STEM",">20","10000+","Pvt Ltd",">4",88,"0"
17941,"21",0.624,"M","N","None","Masters","Business","<1","10000+","Pvt Ltd","1",18,"0"
23384,"21",0.624,"M","Y","None","Graduate","STEM","8","10-49","Pvt Ltd","1",41,"0"
4978,"114",0.926,"M","Y","Part-Time","Masters","STEM","14","10000+","Pvt Ltd","2",16,"0"
28641,"104",0.924,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",95,"0"
28915,"21",0.624,"M","N","None","Graduate","STEM","6","100-500","Public Sector","1",53,"0"
33367,"103",0.92,"M","Y","None","Graduate","STEM",">20","500-999","Pvt Ltd",">4",220,"1"
14999,"67",0.855,"M","Y","None","Masters","STEM",">20","50-99","Pvt Ltd","2",21,"0"
3999,"72",0.795,"M","Y","None","Masters","STEM",">20","100-500","Public Sector",">4",94,"0"
9860,"103",0.92,"M","Y","None","Graduate","None","17","10-49","Pvt Ltd","3",20,"0"
31153,"101",0.558,"M","N","None","Graduate","STEM","8","50-99","Pvt Ltd","never",47,"1"
26616,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","2",60,"0"
24366,"21",0.624,"M","Y","None","Graduate","STEM","6","10000+","Pvt Ltd","4",78,"1"
19986,"103",0.92,"M","N","None","Graduate","STEM","4","10000+","Public Sector","1",5,"0"
17786,"105",0.794,"M","Y","None","Graduate","STEM","6","50-99","Pvt Ltd","1",20,"0"
1396,"75",0.939,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","3",2,"0"
22954,"105",0.794,"F","Y","Full-Time","Graduate","STEM","9","100-500","Pvt Ltd",">4",206,"0"
14775,"67",0.855,"M","N","None","High School","None","12","50-99","Pvt Ltd","1",90,"0"
1563,"19",0.682,"M","Y","None","Graduate","STEM","12","100-500","Pvt Ltd","3",25,"0"
29612,"21",0.624,"M","Y","Full-Time","Graduate","STEM","5","10-49","Pvt Ltd","1",8,"1"
23856,"114",0.926,"M","Y","None","Graduate","STEM","9","500-999","Pvt Ltd","2",22,"0"
30441,"103",0.92,"M","Y","None","Graduate","Humanities","19","100-500","Pvt Ltd",">4",90,"0"
22742,"16",0.91,"M","Y","None","Graduate","STEM","9","<10","Early Stage Startup","1",56,"0"
30265,"103",0.92,"M","Y","Full-Time","High School","None","10","50-99","Pvt Ltd","2",81,"1"
11545,"114",0.926,"M","Y","None","Graduate","STEM","7","<10","Pvt Ltd","1",120,"0"
2404,"21",0.624,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","never",18,"1"
7243,"100",0.887,"M","Y","None","High School","None",">20","50-99","Pvt Ltd","never",19,"0"
19555,"65",0.802,"M","Y","Full-Time","Graduate","STEM","8","5000-9999","Pvt Ltd","2",314,"0"
20486,"75",0.939,"M","N","None","Graduate","STEM",">20","100-500","Pvt Ltd","2",15,"0"
17400,"16",0.91,"M","N","Full-Time","Graduate","STEM","2","100-500","Pvt Ltd","never",10,"0"
22005,"73",0.754,"M","Y","Part-Time","Graduate","STEM","3","50-99","Pvt Ltd",">4",39,"0"
10612,"21",0.624,"M","Y","None","Masters","STEM","8","100-500","Pvt Ltd","1",25,"1"
23365,"101",0.558,"M","N","None","Graduate","STEM","<1","<10","Early Stage Startup","1",146,"1"
